Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
c5b7a5d1-49d5-3043-8052-33c7752205f8,VALLEY PODIATRY ASSOCIATES PC,81 WILLIMANSETT ST,SOUTH HADLEY,MA,01075-3000,42.256208,-72.58103,413-536-0912,0.0,28
b77b5215-4471-39de-8ea9-fffc8d82d4b1,BLUE HILL PAIN CARE PLLC,10 FORBES RD,BRAINTREE,MA,02184-2626,42.205416,-71.00216800000003,781-817-5383,0.0,37
9e22996b-ab3f-3d99-9f9d-6659ae260966,ASSOCIATES IN DERMATOLOGY LLC,311 ARSENAL ST,WATERTOWN,MA,02472-2783,42.369451,-71.177925,617-923-8433,0.0,53
00065b1c-5e71-3da5-907f-e9fc33eddbbf,PCP115959,170 MAIN ST E,MONSON,MA,01057-1353,42.093596000000005,-72.321494,,0.0,47
64a9eaf6-3eef-3149-988c-3436d918d805,PCP119483,54 FAIRFIELD ST,CAMBRIDGE,MA,02140-1911,42.376043,-71.11868,,0.0,28
2db889da-7f59-3bdb-9f98-4d40f24a2540,PCP121054,31 PINE ST,NORFOLK,MA,02056-1642,42.116244,-71.329274,,0.0,42
04c749da-634e-3e9e-9806-a5052635370e,PCP133287,1592 GAR HWY,SOMERSET,MA,02726-1210,41.738479,-71.165065,,0.0,31
a7d76183-97c6-3804-93aa-7919103d1c6c,BOSTON VISION WORKS INC,335 MAIN ST,SAUGUS,MA,01906-3143,42.468432,-71.01394599999999,,0.0,65
586d90ae-7754-30c2-996b-9e62e75227d3,PCP136067,163 N MAIN ST,NORTH BROOKFIELD,MA,01535-1400,42.267564,-72.06687600000001,,0.0,34
5f5140f3-df3b-3af2-bc42-a671fc6a5a28,PCP137171,17 N AVE,ROCKLAND,MA,02370-2123,42.129251000000004,-70.908736,,0.0,18
cd78e27b-c9fa-3144-80b5-c67a7bf4ceca,PCP139247,46 COLUMBIA RD,PEMBROKE,MA,02359-1862,42.067803999999995,-70.805713,,0.0,55
bf24f5a7-6c7e-3e72-b31d-aca37d5fca33,PCP141874,444 W CENTRAL ST,FRANKLIN,MA,02038-1855,42.084858,-71.41057099999998,,0.0,73
682d6a3c-36bf-39ff-b4ca-6c0af054c7d0,PCP147428,9 A DR OSMAN BABSON RD,GLOUCESTER,MA,01930-1812,42.62885,-70.685875,,0.0,51
2cfd240e-3280-34b6-96cc-daf60ad5d14f,PCP148963,21 E MAIN ST,AVON,MA,02322-1413,42.132461,-71.054013,508-586-1046,0.0,19
a2aa3931-2b4b-321c-b199-d6efdecbd327,PCP155587,170 GOVERNORS AVE,MEDFORD,MA,02155-1643,42.423844,-71.10923100000001,,0.0,49
812f686e-dac4-3f77-93ef-2565fb3a8863,FRANKLIN FOOT CARE  PC,9 SUMMER ST,FRANKLIN,MA,02038-1492,42.084858,-71.41057099999998,508-528-2525,0.0,63
2567a7b5-eed4-3251-9936-8cd456261e24,PCP161397,80 N AVE,ABINGTON,MA,02351-1707,42.119966999999995,-70.957211,781-982-3118,0.0,32
cb33ab8b-0747-335e-a017-90d122199bfb,PCP176667,214 MAIN ST,HANSON,MA,02341-1956,42.050239000000005,-70.867359,781-826-0011,0.0,31
6db38eaf-7beb-3f8c-a6a5-329f6a51643f,BOSTON HEALTH CARE INC,1600 PROVIDENCE HWY 167,WALPOLE,MA,02081-2553,42.146285999999996,-71.255604,508-660-7949,0.0,34
f9ef9e4c-545b-3707-9134-4e8812ca0984,PCP190759,395 MAIN ST S,BARRE,MA,01005-9005,42.418848,-72.10659799999999,978-355-2191,0.0,39
6cf55d6d-90e5-3bb0-bb0f-4a851d7dbd2f,SQUARE MEDICAL GROUP LLC,124 WATERTOWN ST,WATERTOWN,MA,02472-2599,42.369451,-71.177925,617-916-5069,0.0,62
4843461d-4b7b-37fb-9631-d4d7760afa1b,PCP199148,136 HIGH ST,LANCASTER,MA,01523-2056,42.483569,-71.675585,978-368-1227,0.0,26
5b2c12f7-f536-33e9-9bfe-763af81fb91b,VISION CARE SPECIALISTS  P.C.,30 TURNPIKE RD,SOUTHBOROUGH,MA,01772-2115,42.299625,-71.52842700000001,508-482-8558,0.0,63
08f6223e-d696-3e7c-9c7b-4fc944228c46,CHARLES RIVER MEDICAL ASSOCIATES  PC,67 UNION ST,NATICK,MA,01760-7700,42.284822,-71.348811,508-655-2338,0.0,82
4fc5ff6e-487e-3aa8-a966-6a66edb392ed,SPRINGFIELD MEDICAL ASSOCIATES  INC.,2150 MAIN ST,SPRINGFIELD,MA,01104-3300,42.115454,-72.539978,413-739-5676,0.0,3
2c98d29c-c9f1-3f79-928d-2ac195f17569,COMMUNITY PHYSICIANS PC,125 N ELM ST,WESTFIELD,MA,01085-3464,42.138838,-72.755911,413-568-6600,0.0,57
40804e41-b3a3-36d7-8586-74cd9cf79a4e,PCP212451,25 COBB RD,ASHBURNHAM,MA,01430-1210,42.648697,-71.919896,978-827-0770,0.0,35
7b4ee97a-0723-3538-900c-0a9680a6c021,JOHN MAGALHAES AND ASSOCIATES  INC.,382 STATE RD,DARTMOUTH,MA,02747-4302,41.56651,-70.958229,508-991-4520,0.0,12
32d1d916-0578-3d58-871e-e2a30af81bda,CARING HEALTH CENTER  INC,1049 MAIN ST,SPRINGFIELD,MA,01103-2114,42.115454,-72.539978,413-739-1100,0.0,43
54a578e1-06eb-31ff-9590-dba8b171a42b,COMMUNITY HEALTH PROGRAMS INC,11 QUARRY HILL RD,LEE,MA,01238-9645,42.303174,-73.233924,413-243-0536,0.0,37
495a2033-76f8-3913-8421-73ac96b8bb08,HARRINGTON MEMORIAL HOSPITAL  INC.,161 W MAIN ST,DUDLEY,MA,01571-3817,42.053778,-71.935075,508-943-2944,0.0,45
2ea044b8-43d8-347a-a93e-a37e97bf3520,PCP245948,24 LYMAN ST,WESTBOROUGH,MA,01581-1484,42.268426,-71.613309,508-366-7100,0.0,66
eb73f869-4d4b-3dd9-9e12-5f291b1554fe,NORTH BRIDGE IMAGING GROUP  LLC,100 BOSTON RD,GROTON,MA,01450-1879,42.61176,-71.565269,978-449-6300,0.0,38
9b618ea6-37ee-32cd-9e63-26be08566911,MT AUBURN PROFESSIONAL SERVICES,300 MT AUBURN ST,CAMBRIDGE,MA,02138,42.376043,-71.11868,617-499-5112,0.0,60
7b69b367-ad62-31ef-a8f8-0cb1ea5d4765,NORTH SUFFOLK MENTAL HEALTH ASSOCIATION  INC.,265 BEACH ST,REVERE,MA,02151-3100,42.421005,-70.99036,781-289-9331,0.0,46
e3534ddb-e882-33a6-b3de-5e498d36fe06,PCP260222,125 LIBERTY ST,SPRINGFIELD,MA,01103-1109,42.115454,-72.539978,,0.0,18
96b62d65-9150-3723-b904-808d4a94d2f0,JASON M GILBERT MD PC,101 MAIN ST,MEDFORD,MA,02155-4530,42.423844,-71.10923100000001,781-395-9916,0.0,46
5510a93b-c3a2-3d18-a009-9b6a4b4e6b88,KEENAN  MALLADI AND O'NEILL  P.C.,75 SPRINGFIELD RD,WESTFIELD,MA,01085-1832,42.138838,-72.755911,413-568-2304,0.0,51
824a4c6d-cc8e-3c38-8e89-9eec39f83309,HALLMARK HEALTH MEDICAL ASSOCIATES INC,645 BROADWAY,SOMERVILLE,MA,02145-2528,42.390445,-71.101033,617-625-0006,0.0,63
0299e9b6-b8e9-320d-897a-e93b6479de8d,BAYSTATE MEDICAL PRACTICES INC,3300 MAIN ST,SPRINGFIELD,MA,01107-1112,42.115454,-72.539978,413-794-7031,0.0,15
8daa59d4-cdfc-393c-90e8-f9ca6519b05c,PCP283251,81 HIGHLAND AVE,SALEM,MA,01970-2714,42.499248,-70.898204,,0.0,70
78315680-fc91-3c1b-b8bd-5d419bb9e422,UMASS MEMORIAL MEDICAL GROUP  INC.,155 UNION ST,MARLBOROUGH,MA,01752-1228,42.349616999999995,-71.547214,508-481-7390,0.0,28
015a3415-7c25-3d6e-afc5-1fe1000cbd0b,CAMBRIDGE PUBLIC HEALTH COMMISSION,5 MIDDLESEX AVE,SOMERVILLE,MA,02143,42.390445,-71.101033,617-591-4600,0.0,30
c973a7f8-3367-3a49-850d-28de92af0e31,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,150 LINCOLN ST,NEEDHAM,MA,02492-2914,42.281593,-71.242414,781-449-4040,0.0,39
970d2bb4-6018-36bd-ad5a-7c61a10e603a,WESTFIELD MEDICAL CORPORATION,115 W SILVER ST,WESTFIELD,MA,01085-3678,42.138838,-72.755911,413-562-3444,0.0,39
d71ceda9-f23b-3f44-8a43-552ba56a5fef,NORTH SHORE PHYSICIANS GROUP INC,496 LYNNFIELD ST,LYNN,MA,01904-1423,42.474862,-70.96218499999999,781-593-3400,0.0,17
ecfc9240-fffb-37ed-baba-6024a41a3bbb,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,87 HIGHLAND AVE,NEEDHAM,MA,02494-3005,42.281593,-71.242414,781-449-5170,0.0,21
51373f2a-2219-3391-8664-4978665c2546,STEWARD MEDICAL GROUP  INC,673 BEDFORD ST,ABINGTON,MA,02351-1921,42.119966999999995,-70.957211,781-878-1903,0.0,53
3e9e6b3c-0528-37e9-bf33-1c7268c6e865,BAYSTATE MEDICAL PRACTICES INC,34 HUBBARD ST,LUDLOW,MA,01056-2755,42.183577,-72.457812,413-370-8699,0.0,41
cae9c459-036e-395d-85f7-94f0516bbd8b,BAY STATE PHYSICAL THERAPY OF RANDOLPH PC,191 WATERTOWN ST,WATERTOWN,MA,02472-2571,42.369451,-71.177925,617-630-9778,0.0,30
b8e926d3-93fe-3118-ae14-604751bfa993,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,1000 BROADWAY,CHELSEA,MA,02150-2247,42.396824,-71.031348,617-660-6700,0.0,24
6a6a2719-c7d9-3475-86e7-7824e402e5bf,MEDEXPRESS URGENT CARE PC MASSACHUSETTS,1312 BOSTON RD,SPRINGFIELD,MA,01119-1336,42.115454,-72.539978,413-782-0784,0.0,19
9a3c7524-493c-390a-b448-41497a891854,HARRINGTON PHYSICIAN SERVICES INC,100 S ST,SOUTHBRIDGE,MA,01550-4051,42.059669,-72.03404,508-765-9771,0.0,17
aab93dbd-24d7-3c77-9ba8-24165df892de,BOSTON UNIVERSITY NEUROLOGY ASSOCIATES INC,250 POND ST,BRAINTREE,MA,02184-5351,42.205416,-71.00216800000003,781-348-2500,0.0,27
c367410d-28ae-343f-8a79-55b6d6da8d14,SAINT VINCENT PHYSICIAN SERVICES INC,104 LEOMINSTER RD,STERLING,MA,01564-2114,42.447924,-71.776045,978-422-7774,0.0,35
16f8208c-09ed-3eb2-9285-cafaae007841,SIGNATURE HEALTHCARE MEDICAL GROUP INC,430 LIBERTY ST,HANSON,MA,02341-1113,42.050239000000005,-70.867359,781-293-3838,0.0,18
7ba6f48e-4090-36a2-abe6-4412fa87d1e4,MENTAL HEALTH ASSOCIATION OF GREATER LOWELL  INC,99 CHURCH ST,LOWELL,MA,01852-2621,42.63898,-71.321141,978-458-6282,0.0,15
5dacb067-ea95-3a8a-8787-94f3416cca4b,STEWARD MEDICAL GROUP  INC,60 E ST,METHUEN,MA,01844-4547,42.742751,-71.178588,978-685-9440,0.0,42
ca1a6e3c-ff6c-3e18-842b-bb5a0a9206fe,MASS OPTOMETRIC ASSOCIATES  PLLC,1 SCAMMELL ST,QUINCY,MA,02169-6706,42.261006,-71.008988,617-773-1353,0.0,18
f553dada-79ce-3b4a-a63c-c4a653c2bf1c,STEWARD MEDICAL GROUP  INC,535 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1242,41.56651,-70.958229,,0.0,9
6f5292a2-ba0a-31b8-b09f-a39d67230ebc,ANAESTHESIA ASSOCIATES OF MASSACHUSETTS  PC,840 WINTER ST,WALTHAM,MA,02451-1419,42.388921,-71.24226800000001,781-895-4901,0.0,63
17f895c6-4b80-37c3-aea2-52404852363f,MASS OPTOMETRIC ASSOCIATES  PLLC,90 MIDDLESEX TPKE,BURLINGTON,MA,01803-4920,42.503227,-71.201713,781-229-0434,0.0,45
58a1a928-35b5-3e34-9702-548999ce0188,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,CAMBRIDGE,MA,02139-1099,42.376043,-71.11868,617-665-3510,0.0,28
4feb5860-8c43-34ea-b2c8-84ff7ca8740b,TRU MEDICAL WALK IN CENTER,528 NEWTON STREET,FALL RIVER,MA,2721,41.672608,-71.1635601,508-675-1522,0.0,1
0d1563c1-d56c-362e-9e3d-d74463ebbe0f,URGENT CARE MEDICAL CLINIC,629 PLEASANT STREET,BROCKTON,MA,2301,42.0892313,-71.04551,508-583-0010,0.0,3
4e916854-3a59-3f17-bb16-7c406148d822,HANOVER FAMILY HEALTH AND URGENT CARE,1399 WASHINGTON STREET,HANOVER,MA,2339,42.144202,-70.844005,781-829-1000,0.0,33
a76bda1d-f42d-3046-b8c6-021f3db0a086,WALK IN AND PRIMARY CARE,808 MAIN STREET,WALTHAM,MA,2451,42.3760766,-71.242893,781-894-8200,0.0,12
7116c200-6663-3503-8314-1ee16845e5d3,SAINTS WALK-IN MEDICAL CENTER - URGENT CARE AND OCCUPATIONAL HEALTH,85 PARKHURST ROAD,CHELMSFORD,MA,1824,42.6257767,-71.3593401,978-458-6868,0.0,3
3265f387-6c51-32ee-8f6d-b2a89caa34d5,CHELSEA MGH HEALTH CENTER MEDICAL WALK IN,151 EVERETT AVENUE,CHELSEA,MA,2150,42.3961274,-71.0392206,617-884-8300,0.0,4
c63d0602-724d-3d74-958a-a31b1364eaef,HARVARD VANGUARD BRAINTREE PRACTICE URGENT CARE,111 GROSSMAN DRIVE,BRAINTREE,MA,2184,42.21004,-70.999539,781-849-1000,0.0,5
ff9474cb-cf9c-350a-a22b-b949ee9793cf,FAMILY CARE MEDICAL CENTER / URGENT CARE PHYSICIAN,1515 ALLEN STREET,SPRINGFIELD,MA,1118,42.0951927,-72.5094159,413-783-9114,0.0,7
cbbee84d-7644-3b24-9f41-e3747f5050df,FAMILY HEALTH CENTER,26 QUEEN STREET,WORCESTER,MA,1610,42.2590345,-71.8139319,508-860-7777,0.0,3
f1313c7d-3148-335b-adc3-337f15567b82,WINCHESTER HOSPITAL FAMILY MEDICAL CENTER,500 SALEM STREET,WILMINGTON,MA,1887,42.5805281,-71.1438654,978-988-6105,0.0,22
e3f1676b-9b40-3544-af4e-17a06bbb98bb,CODMAN SQUARE HEALTH CENTER,637 WASHINGTON STREET,DORCHESTER,MA,2124,42.2894365,-71.0719941,617-825-9660,0.0,13
b81688f5-bd0e-3c99-963f-860d3e90ab5d,URGENT CARE MEDICAL CLINIC,581 BOYLSTON STREET,BOSTON,MA,2116,42.3505548,-71.0766054,617-247-1400,0.0,11
6e62e63b-c39a-3211-99d8-8b8f0f06774e,GREAT BROOK VALLEY HEALTH CENTER,19 TACOMA STREET,WORCESTER,MA,1605,42.3023113,-71.7661395,508-852-1805,0.0,1
62fa9127-485f-3032-87cc-6576d91fec94,LAHEY CLINIC NORTHSHORE,1 ESSEX CENTER DRIVE,PEABODY,MA,1960,42.5369864,-70.9465423,978-538-4000,0.0,1
d672f853-e2a5-324e-98fa-c6d5f8dfc255,WALTHAM URGENT CARE,9 HOPE AVENUE,WALTHAM,MA,2453,42.3700513,-71.2490152,617-243-5591,0.0,22
27f06acd-f732-3871-be87-889fef7d9010,CONCENTRA URGENT CARE - GREENFIELD,489 BERNARDSTON ROAD,GREENFIELD,MA,1301,42.6087525,-72.5857131,413-772-5055,0.0,6
7ffe74ac-786d-3c6d-bcb9-323352f6149c,CONCENTRA URGENT CARE - SPRINGFIELD,140 CARANDO DRIVE,SPRINGFIELD,MA,1104,42.1463818,-72.5335973,413-746-4006,0.0,2
b06770b5-b695-3c1a-9685-ae2223966ff7,GENERAL HEALTH CARE,66 SOUTH WASHINGTON STREET,NORTH ATTLEBORO,MA,2760,41.9799756,-71.3329695,508-643-0100,0.0,29
a9afd4c9-8443-3b5a-a486-07c3bb109b3f,RIVER BEND MEDICAL GROUP - CHICOPEE OFFICE - URGENT CARE,444 MONTGOMERY STREET,CHICOPEE,MA,1020,42.1718584,-72.5849672,413-594-3111,0.0,29
9b5f23f1-c387-3a77-9359-752d26d7f997,FAMILY DOCTORS,250 PARADISE ROAD,SWAMPSCOTT,MA,1907,42.47636,-70.9125322,781-596-4150,0.0,30
108ccece-277a-396f-8bf2-1527f74458eb,ON CALL URGENT CARE CENTER,51 LOCUST STREET,NORTHAMPTON,MA,1060,42.3323152,-72.6545646,413-584-7425,0.0,5
700056a6-3aea-3efd-8423-a9acbd38a5ea,ROUTE 44 MEDICAL WALK-IN,106 UNITED STATES HIGHWAY 44,RAYNHAM,MA,2767,41.9051941,-71.0609995,508-824-1476,0.0,3
308b5efa-a9c2-3728-b1ff-d29c5f060731,FALLON CLINIC URGENT CARE,630 PLANTATION STREET,WORCESTER,MA,1605,42.2925591,-71.7603169,508-595-2505,0.0,6
90cf148c-69ed-3d33-aa86-b509c6b0b25f,PROMPT CARE WALK-IN CLINIC,170 GOVERNORS AVENUE,MEDFORD,MA,2155,42.4259086,-71.1113649,781-306-6180,0.0,7
2e656a80-348b-30fc-b424-5550d2e9dff4,NATICK VISITING NURSE ASSOCIATION,209 WEST CENTRAL STREET SUITE,NATICK,MA,01760,42.284822,-71.348811,5086533081,0.0,3
54c8188d-fdf5-3683-b5de-e9643f239be2,SOUTH SHORE VNA - HOSPICE,30 RESERVOIR PARK DRIVE,ROCKLAND,MA,02370,42.129251,-70.908736,(781) 843-0947,0.0,2
ee58c8a3-e633-39cd-95f1-61fc82d4a2e2,HALLMARK HEALTH VNA AND HOSPICE  INC,178 SAVIN STREET  SUITE 300,MALDEN,MA,02148,42.42938,-71.058706,(617) 381-7111,0.0,2
f8b871f8-2c33-3b7b-b98f-e0851b90f35d,COMMUNITY NURSE HOME CARE  INC,62 CENTER STREET,FAIRHAVEN,MA,02719,41.633619,-70.871306,(508) 992-6278,0.0,2
e078ae78-2a37-3bad-b019-d7ed9b7ae56d,ALL CARE HOSPICE INC,210 MARKET STREET,LYNN,MA,01901,42.474862,-70.96218499999998,(781) 586-1608,0.0,5
41e4d323-8f1b-3692-9c85-e3b0b85cd6f2,ASCEND HOSPICE,100 LOCKE DRIVE,MARLBORO,MA,01752,42.349617,-71.547214,(508) 320-5324,0.0,2
82c37431-bf0f-3f76-ae9f-86dafeb00bbb,NVNA AND HOSPICE,120 LONGWATER CIRCLE,NORWELL,MA,02061,42.164569,-70.818844,(781) 659-2342,0.0,1
a799a07e-5580-3e4d-9e47-db8fba81cb45,CHELSEA JEWISH HOSPICE AND PALLIATIVE CARE,123 CAPTAIN'S ROW,CHELSEA,MA,02150,42.396824,-71.031348,(617) 889-0779,0.0,1
54c59730-f9c2-35f4-a5b3-9a94e69d0e03,COMPASSIONATE CARE HOSPICE OF SOUTHEASTERN MASS LL,174 DEAN STREET  SUITE B,TAUNTON,MA,02780,41.903323,-71.094984,(508) 399-5900,0.0,1
b1684eb5-46f1-33ee-ab21-5eeeeb85ed78,FITCHBURG HEALTHCARE,1199 JOHN FITCH HWY,FITCHBURG,MA,01420,42.601979,-71.815876,9783450146,0.0,1
26983331-e1d6-3d16-9976-9b223ea1cc84,WEBSTER PARK REHABILITATION AND HEALTHCARE CENTER,56 WEBSTER STREET,ROCKLAND,MA,02370,42.129251,-70.908736,7818710555,0.0,1
c775b6d4-1b40-3175-a8fc-1e3e202adf27,GARDNER REHABILITATION AND NURSING CENTER,59 EASTWOOD CIRCLE,GARDNER,MA,01440,42.584206,-71.988737,9786328776,0.0,1
a1b057f4-91a6-356c-9461-7dd805af7836,CARE ONE AT NEW BEDFORD,221 FITZGERALD DRIVE,NEW BEDFORD,MA,02745,41.661303,-70.937913,5089964600,0.0,1
556975d0-e2a1-3441-8b37-8fc08e8bf572,GROSVENOR PARK HEALTH CENTER,7 LORING HILLS AVENUE,SALEM,MA,01970,42.499248,-70.898204,9787415700,0.0,3
d86df86e-d84b-3b3d-8c50-eef660ed14c3,NEVILLE CENTER AT FRESH POND FOR NURSING & REHAB,640 CONCORD AVENUE,CAMBRIDGE,MA,02138,42.375967,-71.118275,6174970600,0.0,1
fce41b2a-80f5-3330-a5ba-ac9fec6dcdac,BEAUMONT REHAB & SKILLED NURSING CTR - NATICK,3 VISION DRIVE,NATICK,MA,01760,42.284822,-71.348811,5086519200,0.0,1
0346b5bd-17ad-3e5c-811c-15e6d99da050,QUABOAG REHABILITATION & SKILLED CARE FACILITY,47 EAST MAIN STREET,WEST BROOKFIELD,MA,01585,42.256691,-72.158169,5088677716,0.0,2
8835b980-3bff-3225-9c0f-450c0f58455f,WESTFIELD GARDENS NURSING AND REHAB,37 FEEDING HILLS ROAD,WESTFIELD,MA,01085,42.138838,-72.755911,4135682341,0.0,3
fc162fb1-43cb-353c-b7c6-58ec7e4380de,THOMAS UPHAM HOUSE,519 MAIN STREET,MEDFIELD,MA,02052,42.187011,-71.30040799999998,5083596050,0.0,1
46981eff-e754-3bbb-b277-346487dccba3,LINDA MANOR EXTENDED CARE FACILITY,349 HAYDENVILLE ROAD,LEEDS,MA,01053,42.266618,-72.52793100000002,4135867700,0.0,1
6776fa32-5af4-392b-9181-74a7d986860a,MEADOW GREEN NURSING AND REHABILITATION CENTER,45 WOBURN STREET,WALTHAM,MA,02453,42.388921,-71.24226800000002,7818998600,0.0,2
ae325097-11b4-3ba7-a27b-58be1bbebf4a,CHAPIN CENTER,200 KENDALL STREET,SPRINGFIELD,MA,01104,42.125451,-72.649734,4137374756,0.0,1
c2e887de-2ded-37b5-baa8-c7f95a58c2a0,LIFE CARE CENTER OF THE SOUTH SHORE,309 DRIFTWAY BOX 830,SCITUATE,MA,02066,42.180292,-70.734385,7815451370,0.0,1
1beea8d0-4311-371a-91ec-30ee8cc7e767,BELMONT MANOR NURSING HOME  IN,34 AGASSIZ AVENUE,BELMONT,MA,02478,42.395317,-71.180284,6174891200,0.0,2
5c3c1560-5940-3ec5-833b-677f20b6f9df,LANESSA EXTENDED CARE,751 SCHOOL STREET,WEBSTER,MA,01570,42.045028,-71.876244,5089491334,0.0,1
49e1ea39-6076-3530-be6f-94928c62e57d,WINGATE AT WESTON,75 NORUMBEGA ROAD,WESTON,MA,02493,42.360502,-71.303433,7818916100,0.0,2
4340bda4-f2ba-344a-b082-bc25f32e42f7,WINGATE AT SPRINGFIELD REHAB & SKILLED NURS RES,215 BICENTENNIAL HIGHWAY,SPRINGFIELD,MA,01118,42.115454,-72.539978,4137967511,0.0,2
dead6de2-3b7a-3b8f-bb57-5c3e5dedd9ee,LIGHTHOUSE NURSING CARE CENTER,204 PROCTOR AVENUE,REVERE,MA,02151,42.421011,-70.990358,7812863100,0.0,2
8e1f808d-5a3c-3246-8701-68cd0134e6cd,MOUNT CARMEL CARE CENTER,320 PITTSFIELD ROAD,LENOX,MA,01240,42.367858,-73.269763,4136372660,0.0,1
e614f313-5f18-38a7-b85d-07273f197d6a,COPLEY AT STOUGHTON NURSING CARE CENTER,380 SUMNER STREET,STOUGHTON,MA,02072,42.119006,-71.10365,7813412300,0.0,1
71471111-09f3-391d-9796-fff51f969015,LIFE CARE CENTER OF RAYNHAM,546 SOUTH STREET EAST,RAYNHAM,MA,02767,41.930646,-71.045128,5088215700,0.0,1
8e949323-4441-3044-b5c9-b31075af57f3,JEANNE JUGAN RESIDENCE,186 HIGHLAND AVENUE,SOMERVILLE,MA,02143,42.390566,-71.101324,6177764420,0.0,3
125043f1-b7b2-37aa-ac31-b8bba3a4bc83,SEACOAST NURSING & REHABILITATION CENTER INC,292 WASHINGTON STREET,GLOUCESTER,MA,01930,42.62885,-70.685875,9782830300,0.0,1
0dbe1a0c-6fb3-3242-9812-f15d8a9a1162,CEDAR VIEW REHABILITATION AND HEALTHCARE CENTER,480 JACKSON STREET,METHUEN,MA,01844,42.742751,-71.178588,9786863906,0.0,1
f8e6d092-ca25-3b4b-8b89-64b88d71d5f8,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,02725,41.738479,-71.165065,5086757589,0.0,1
41dd0bc3-5f01-3d36-8cfe-fc90e025f556,WOBURN NURSING CENTER  INC,18 FRANCES STREET,WOBURN,MA,01801,42.48865900000001,-71.154425,7819338175,0.0,2
bf82589d-1a17-34f9-b6a3-0263375c113b,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,73 CHESTNUT STREET,SAUGUS,MA,01906,42.468432,-71.01394599999998,7812338123,0.0,2
c6546df5-33c6-3ff6-89bc-79a540d48a6a,WATERTOWN HEALTH CENTER,59 COOLIDGE HILL ROAD,WATERTOWN,MA,02472,42.369451,-71.177925,6179241130,0.0,3
81c43965-0384-3aa8-b137-27e33dfa8f60,FAIRHAVEN HEALTHCARE CENTER,476 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9784583388,0.0,1
44035681-a86b-3ac6-b9b7-e1af5bd5f1d9,FRANKLIN HEALTH AND REHABILITATION CENTER LLC,130 CHESTNUT STREET,FRANKLIN,MA,02038,42.084858,-71.41057099999998,5085284600,0.0,3
